PART_REF,STUD_CHECK
98138pn1.dat,0
80649.dat,1
15444.dat,1
u9440.dat,0
3068bp7b.dat,0
3037pc0.dat,1
6142275r.dat,0
3596d11.dat,0
30585a.dat,1
3403.dat,0
3069bpx4.dat,0
3626cpd6f.dat,1
3068bpa3.dat,0
64225d01.dat,0
780.dat,1
6005724b4.dat,0
55706.dat,0
u8038.dat,0
958.dat,0
u9326.dat,0
4622303h.dat,0
794.dat,1
71830-f2.dat,0
89679.dat,0
u9332.dat,0
3069bpy0.dat,0
3069bpzj.dat,0
60592c01.dat,1
20460pckc.dat,0
63864pz0.dat,0
3005744.dat,1
5066.dat,1
4707c03.dat,1
19206p02.dat,0
16709p0k.dat,1
2709.dat,0
41767.dat,1
822dc01p01.dat,0
61068d01.dat,0
92259.dat,0
2582p68.dat,1
4533401d.dat,0
3482c02.dat,0
3039pcc.dat,1
59349ph2.dat,1
3596d05.dat,0
4490p90.dat,1
91988.dat,1
15450.dat,0
3960p0e.dat,1
24855.dat,0
2513p03.dat,1
3024p03.dat,1
1566.dat,1
4622303j.dat,0
970c36.dat,0
98138p8b.dat,0
u9324.dat,1
6579.dat,0
3818pdg7.dat,0
60616a.dat,1
782.dat,1
55704.dat,0
30188.dat,1
49656p02.dat,0
3068bpa1.dat,0
47300.dat,0
3626cpd6d.dat,1
4159998b.dat,0
11146.dat,0
3069bpx6.dat,0
3596d13.dat,0
6142275p.dat,0
22385p008.dat,0
15446.dat,0
98138pn3.dat,0
3024p01.dat,1
3626bph8.dat,1
3960p0g.dat,1
3596d07.dat,0
195075b.dat,0
3039pca.dat,1
37195.dat,1
4533401f.dat,0
95674p01.dat,0
47203p02.dat,0
41765.dat,1
16709p0i.dat,1
4707c01.dat,1
63864pz2.dat,0
47314.dat,0
3817bp8h.dat,0
3039p50.dat,1
37365pdg2.dat,0
6041468b.dat,0
3069bpzh.dat,0
u9330.dat,0
4215ad02.dat,1
004630a.dat,0
6005724c2.dat,0
2723.dat,0
50898.dat,0
49311.dat,1
3942bp01.dat,1
16615.dat,0
4352.dat,0
777p03.dat,0
766a.dat,0
u9318.dat,0
98138p84.dat,0
164575b.dat,0
2431pt3.dat,0
89653.dat,1
22385p034.dat,0
6223.dat,1
52731.dat,0
20461px1.dat,0
4520782.dat,0
2045.dat,1
6142275g.dat,0
37312c01.dat,0
813c02-f1.dat,1
3068bp76.dat,0
ms1042.dat,0
003497c.dat,0
3039pc7.dat,1
30260p01.dat,0
22385p020.dat,0
6237.dat,0
3960p01.dat,1
26288c01-f2.dat,0
u587p01c02.dat,0
4201018c.dat,0
4215ad0d.dat,1
972.dat,0
6551.dat,0
u8012.dat,0
3070disp.dat,0
12589c03.dat,0
71965-f1.dat,0
2737.dat,0
4638848c.dat,0
4346.dat,0
3429.dat,0
6115204g.dat,0
67013.dat,1
2904.dat,1
3069bpt5.dat,0
92198p01c06.dat,1
3068bpm2.dat,0
4162p0j.dat,0
2924ac01.dat,1
741.dat,1
3626bp04.dat,1
3626bp3n.dat,1
13792.dat,0
3002p11.dat,1
97492.dat,1
u9481.dat,0
98138pb0.dat,0
71711p01.dat,0
30370ps2.dat,0
92249p01c01.dat,0
3068bp89.dat,0
3004d0m.dat,1
68446.dat,1
6036369b.dat,0
3815cbe.dat,0
30639.dat,1
13787p03.dat,0
u9495.dat,0
98138pc4.dat,0
90397p02.dat,1
4162p1n.dat,0
2431pz8.dat,0
6005724o1.dat,0
755.dat,0
13786.dat,0
87695.dat,0
3817bp71.dat,0
3626cpd89.dat,1
2910.dat,0
92198p01c12.dat,1
4143005.dat,1
2431px0.dat,0
6216m.dat,1
3626bp0b.dat,1
22385px0.dat,0
92241p04c01.dat,0
3003d02.dat,1
40490.dat,0
194175ac01.dat,0
28738.dat,1
30177.dat,0
3040bdy1.dat,1
3004d0z.dat,1
88930dy1.dat,0
26073.dat,0
004283b.dat,0
100942.dat,0
54383.dat,1
821422b.dat,0
32006.dat,0
13710l.dat,0
192375g.dat,0
15315c01.dat,0
2313a.dat,0
32012.dat,0
92251p06.dat,0
190295e.dat,0
11477pz0.dat,0
3817bpaw.dat,0
6058327c.dat,0
60032.dat,1
73697c04.dat,1
4697a.dat,0
4760d03.dat,1
30163.dat,1
4162p18.dat,0
6592.dat,0
2431pzn.dat,0
24116.dat,0
4286d03.dat,1
4188571a.dat,0
769.dat,0
14639p04.dat,0
30292bd04.dat,0
191485a.dat,0
169605b.dat,0
u9640.dat,0
86038.dat,0
973pcd6.dat,0
49649.dat,1
37383.dat,1
93353.dat,0
74981-f1.dat,0
973d0g.dat,0
21019p05.dat,0
4297022c.dat,0
580.dat,0
43822a.dat,0
12895.dat,0
4198678c.dat,0
4160409.dat,1
947b.dat,1
u9252p01.dat,0
13547.dat,1
2518c01.dat,1
u9132.dat,0
19482-f2.dat,0
43370.dat,0
25931-12.dat,0
3068bpx3.dat,0
4178.dat,1
47116.dat,1
2509.dat,0
95050.dat,0
3069bpa4.dat,0
70962.dat,0
4247ap02.dat,0
19729p02.dat,0
27328p02k05.dat,0
3626bpsd.dat,1
88001.dat,0
73200b-f2.dat,0
50944c01.dat,0
4273b.dat,0
3817pm0.dat,0
6309pul.dat,0
6327015g.dat,0
71772p01.dat,1
3815cw2.dat,0
3816bpm0.dat,0
3626bpc15.dat,1
u9494c02.dat,0
4182d08.dat,1
30187c05.dat,1
u9516c01.dat,0
2578a.dat,1
44351.dat,0
t1033.dat,0
166285a.dat,0
6021.dat,1
45729.dat,1
u8204.dat,1
u595p01c05.dat,0
86038c01.dat,0
60581.dat,1
973d01.dat,0
4150.dat,0
46220.dat,0
6451314b.dat,0
10066.dat,0
54200dy1.dat,0
4719c01.dat,1
19730.dat,0
190735b.dat,0
4616559k.dat,0
87079p0m.dat,0
2535.dat,0
2348b.dat,0
9460.dat,1
3822p24.dat,1
u600.dat,0
93083p04.dat,1
t1027.dat,0
3626bps2.dat,1
25977.dat,0
6035.dat,0
46212ad02.dat,1
164365c.dat,0
49661.dat,0
4521852.dat,1
87567p01.dat,0
u9147p01c03.dat,0
4215p02.dat,1
22253c02.dat,0
85984dy0.dat,0
196225c.dat,0
2571d06.dat,1
92241p0e.dat,0
73264.dat,1
2525p00.dat,0
3960ps7.dat,1
2586ph2.dat,0
3818.dat,0
561c01.dat,1
3943a.dat,0
86037b.dat,0
4650854c.dat,0
19917.dat,0
31043.dat,1
3816bp60.dat,0
187c01.dat,1
3068bpt0.dat,0
30258p05.dat,0
92713k01.dat,0
4222889e.dat,0
4444p02.dat,1
2431b.dat,0
73194c01d03.dat,1
u9562-f1.dat,0
23321.dat,1
98138pxh.dat,0
231.dat,1
64391d01.dat,0
35543.dat,0
78443.dat,1
4116878a.dat,0
577bc01.dat,1
3040a.dat,1
68888.dat,0
26603px1.dat,0
6251p05.dat,0
32204.dat,0
3062bp01.dat,1
92241p03.dat,0
3816bpa3.dat,0
57488.dat,0
47843.dat,1
302323.dat,1
3817pa3.dat,0
30413.dat,0
85984dyf.dat,0
30375.dat,1
37364p01.dat,0
32576.dat,0
66727c01.dat,1
4035c01.dat,1
24314.dat,0
4105242a.dat,0
3830.dat,1
3817p6f.dat,0
30361.dat,0
3816bp6f.dat,0
29630.dat,0
4187.dat,1
3068bptf.dat,0
70023.dat,0
6372023b.dat,0
u8003c.dat,1
4839.dat,1
2714a.dat,0
30407.dat,1
6177969dc01.dat,0
72634.dat,1
32210.dat,0
54195.dat,0
92241p17.dat,0
64056.dat,0
30259ap06.dat,0
4265b.dat,0
6169.dat,1
3010p918.dat,1
98372.dat,0
66906.dat,0
3011.dat,0
20953.dat,1
3070bpy1.dat,0
95656.dat,0
5306.dat,0
93541.dat,1
3777.dat,1
u9310c05.dat,1
25195.dat,1
35386.dat,0
u9052.dat,0
89519.dat,1
3039d03.dat,1
925p0d.dat,1
3626cp8a.dat,1
u9046.dat,1
87520.dat,0
u9105p01c01.dat,0
4631649a.dat,0
951b.dat,1
35660p04.dat,0
15504pde6.dat,0
93555.dat,1
3005.dat,1
93598pk2.dat,1
32058p01.dat,1
10884.dat,1
18200.dat,0
21019bp08.dat,0
11244p01.dat,0
55300.dat,0
386.dat,0
33085.dat,0
61898c.dat,0
98366.dat,0
973pxi.dat,0
43562.dat,1
4742.dat,0
2490p42.dat,1
18228.dat,0
53981.dat,0
6155.dat,0
3010p924.dat,1
3068bd0k.dat,0
44225.dat,0
6074343l.dat,0
80267.dat,0
925p0s.dat,1
4150df1.dat,0
592c02.dat,0
2455.dat,1
6009312b.dat,0
50018d.dat,1
57046c.dat,0
4865bp02.dat,0
76283.dat,0
2441.dat,1
004488d.dat,0
61927.dat,0
16577.dat,1
3067apt3.dat,1
2431dq0.dat,0
3626cp87.dat,1
80273.dat,0
42918p02.dat,0
3626cp8v.dat,1
6141.dat,1
3626cpnf.dat,1
18976c01.dat,1
u9569p01c01.dat,1
3039.dat,1
825p02.dat,1
41879bp03.dat,1
3010p05.dat,1
u9328ap01.dat,0
61072.dat,1
u9467c01.dat,0
6141875f.dat,0
t1052c07.dat,1
3004p70.dat,1
42545p01.dat,0
3241ac01.dat,1
76382p0g.dat,0
24248.dat,1
80298.dat,0
4121584b.dat,0
40902.dat,1
49098.dat,0
58181.dat,1
30229.dat,0
28466.dat,0
76382p1c.dat,0
u9236c01.dat,1
3626cp78.dat,1
73304.dat,1
73200bps1.dat,0
u9085.dat,0
3626cpb3.dat,1
11568p01.dat,0
65200.dat,1
3010p11.dat,1
u9081c01.dat,0
84954.dat,1
18605p04.dat,1
3070bptw.dat,0
973pu8.dat,0
6141875q.dat,0
6196.dat,0
3070bpud.dat,0
3010p0c.dat,1
29036.dat,0
56145c02.dat,0
4781.dat,1
30361dps6.dat,0
87776pk3.dat,0
3788.dat,1
76254.dat,0
30201.dat,1
2496.dat,0
3950.dat,0
3815paw.dat,0
76382p01.dat,0
43936p01.dat,1
u9108p01c02.dat,0
76382p15.dat,0
3626cp7n.dat,1
64644.dat,1
30215.dat,1
40598a.dat,0
42450c01.dat,0
3944.dat,1
92241p16c01.dat,0
48002a.dat,1
973pwf.dat,0
34c.dat,0
u1023b.dat,0
6182.dat,1
78522ph0.dat,0
15254.dat,1
u9250.dat,0
20460p08.dat,0
11032.dat,0
18973p04.dat,1
68297.dat,1
87552df5.dat,1
48147.dat,1
265a.dat,1
160605a.dat,0
6177969x.dat,0
304c05.dat,1
192895a.dat,0
168235a.dat,0
973pbp.dat,0
44343p02.dat,1
973pak.dat,0
973pb1.dat,0
76607p01.dat,0
32199.dat,0
15526.dat,0
u9522.dat,0
90538.dat,0
168055b.dat,0
973pc5.dat,0
33287.dat,0
184.dat,1
47506.dat,1
191888f.dat,0
11026.dat,0
64567ac03.dat,1
4297014a.dat,0
17457.dat,0
3298p20.dat,1
973p5d.dat,0
u9244.dat,0
30116p6v.dat,1
3070bp70.dat,0
2657.dat,1
99534.dat,0
973p46.dat,0
973p7l.dat,0
52.dat,0
24246p0c.dat,0
6431.dat,0
812.dat,0
973p4w.dat,0
43748.dat,0
90510.dat,0
2493a.dat,1
379424.dat,1
7049.dat,1
973pbg.dat,0
2131.dat,1
6177969o.dat,0
3816cphb.dat,0
4614415a.dat,0
40241.dat,0
3816phb.dat,0
6237277ac01.dat,0
6152075b.dat,0
6347356g.dat,0
44033.dat,0
4198p03.dat,0
62792.dat,1
22385p154.dat,0
973p6h.dat,0
973p52.dat,0
806.dat,1
3004pt6.dat,1
18980.dat,1
6153754h.dat,0
39796.dat,0
3622p05.dat,1
6080a.dat,0
4864bp13.dat,1
33009-f2.dat,0
10304.dat,1
322c01.dat,1
28670.dat,1
60608.dat,0
2870.dat,0
73112.dat,1
u9293.dat,0
635.dat,0
0901.dat,1
153.dat,0
3351bp06.dat,0
46334c01.dat,0
u9008p02.dat,0
459a.dat,1
4521703q.dat,0
92241p08c01.dat,0
3811p01.dat,1
41748pq0.dat,1
69638.dat,0
38301c01.dat,0
87087.dat,1
u9108p02.dat,0
u9287.dat,0
11477d0w.dat,0
u589.dat,0
973p9g.dat,0
14769p09.dat,0
71711.dat,0
16175p02.dat,0
14769p0x.dat,0
93794.dat,0
3009p24.dat,1
2864.dat,0
64452.dat,1
22407.dat,1
973p8t.dat,0
8c01.dat,1
36083b.dat,0
6267174d.dat,0
24076.dat,0
609.dat,1
973p85.dat,0
91.dat,0
2694.dat,1
19466c01.dat,0
970ps5.dat,0
60634.dat,1
u9328c01.dat,0
u9479c01.dat,0
38339.dat,1
820675b.dat,0
4539364.dat,1
6394.dat,0
3001d07.dat,1
32172.dat,0
821435f.dat,0
54715c01.dat,0
30157b.dat,1
6179d04.dat,1
87949-f2.dat,0
32166.dat,0
4597.dat,1
9326p18.dat,0
48812.dat,1
4521703f.dat,0
3815bps6.dat,0
6126b.dat,0
14769p0o.dat,0
4221407dc01.dat,0
18978b.dat,0
2680.dat,1
92253p03.dat,0
18943.dat,0
3009p18.dat,1
u9228c01.dat,0
3008d0m.dat,1
973p9p.dat,0
3004px5.dat,1
55237a.dat,0
973p91.dat,0
4521703g.dat,0
4596.dat,1
32167.dat,0
33279.dat,0
67196k01.dat,1
6179d05.dat,1
973p90.dat,0
6409c01.dat,0
3004px4.dat,1
3008d0l.dat,1
973p9q.dat,0
41837.dat,0
18942.dat,0
60621.dat,1
3816cp0o.dat,0
92253p02.dat,0
30016.dat,1
2681.dat,1
37779.dat,0
14769p0n.dat,0
526c01.dat,0
41823.dat,1
60635.dat,0
2695.dat,0
30002.dat,0
2695c01.dat,0
90.dat,0
973p84.dat,0
608.dat,1
93551p01.dat,0
24077.dat,0
6267174e.dat,0
973p8u.dat,0
36083c.dat,0
64453.dat,1
821435g.dat,0
32173.dat,0
3001d06.dat,1
820675c.dat,0
85861.dat,1
87086.dat,0
13195.dat,0
146.dat,0
2980c01.dat,1
6564dt0.dat,1
71076.dat,1
6014a.dat,0
4521703p.dat,0
3009p25.dat,1
2865.dat,1
14769p0y.dat,0
14769p08.dat,0
71710.dat,0
973p9f.dat,0
u588.dat,0
u9286.dat,0
u9108p03.dat,0
4479a.dat,1
2437p01.dat,1
973p8b.dat,0
4494c01.dat,1
634.dat,0
93589d01.dat,1
u9292.dat,0
2871.dat,1
606p02.dat,1
265bc01.dat,1
262p01.dat,1
u9008p03.dat,0
152.dat,0
42443.dat,0
87079.dat,0
4198p02.dat,0
44032.dat,0
3069bd0o.dat,0
6152075c.dat,0
10305.dat,0
2642.dat,1
4864bp12.dat,1
18759.dat,1
92474.dat,1
3622p04.dat,1
6153754i.dat,0
3004pt7.dat,1
2538d.dat,1
3739c01.dat,0
973p53.dat,0
973p6i.dat,0
47.dat,1
973p4v.dat,0
813.dat,1
44740.dat,0
973p7m.dat,0
973p47.dat,0
99535.dat,0
61287p04.dat,0
3622p10.dat,1
92241p20c01.dat,0
71720c01.dat,0
71923.dat,0
14397p04c01.dat,0
1.dat,1
40240.dat,0
13392p01.dat,0
4215bp01.dat,1
973pbf.dat,0
22385p141.dat,0
99253.dat,0
4569.dat,0
47507.dat,1
10169p01.dat,0
973pc4.dat,0
168055c.dat,0
185.dat,1
1411.dat,0
33286.dat,1
3069bd0x.dat,0
14639.dat,0
4198p0d.dat,0
u9523.dat,0
15527.dat,0
32198.dat,0
3069bd09.dat,0
3298p21.dat,1
3622p0b.dat,1
64567ac02.dat,1
60806.dat,1
87552df4.dat,1
18973p05.dat,1
11033.dat,0
973p7z.dat,0
20460p09.dat,0
u9251.dat,0
35185.dat,0
973p4a.dat,0
24246p04.dat,0
81346.dat,0
24088.dat,0
78522ph1.dat,0
44343p03.dat,1
973pb0.dat,0
973paj.dat,0
973pbq.dat,0
15533.dat,1
4240416.dat,0
304c04.dat,1
6177969y.dat,0
49308p01.dat,1
3816bpd6e.dat,0
3945.dat,1
30214.dat,0
2483.dat,0
76382p1u.dat,0
64645.dat,1
76382p14.dat,0
u9108p01c03.dat,0
6183.dat,1
u1023c.dat,0
29632p01.dat,0
34b.dat,0
378.dat,0
74330.dat,0
3626cpbd.dat,1
71735k01.dat,0
3815bpk1.dat,0
3817cpde.dat,0
3070bpta.dat,0
30361dps7.dat,0
4780.dat,0
2648c01-f1.dat,0
3010p0b.dat,1
14396p01.dat,0
3070bpue.dat,0
6197.dat,1
6141875p.dat,0
3817bpd6e.dat,0
973pu9.dat,0
35378.dat,1
64651.dat,1
2515a.dat,0
96889-f2.dat,0
3951.dat,1
3817cp30.dat,0
2497.dat,0
30200.dat,1
u9156c02.dat,1
30361d.dat,0
4119430a.dat,0
67638p02.dat,1
73200bps0.dat,0
u9084.dat,0
3626cp79.dat,1
44375p02.dat,1
422.dat,1
76382p1b.dat,0
3245ap01.dat,1
6595c02.dat,0
3979.dat,0
30228.dat,0
92851.dat,0
93597.dat,1
3070bptv.dat,0
18605p05.dat,1
4867d02.dat,1
3010p10.dat,1
33036c02.dat,1
3815p6u.dat,0
973pw1.dat,0
3626cpb2.dat,1
58121c01.dat,1
15403c01.dat,1
335c01-f2.dat,0
99131p01.dat,0
85983p02.dat,1
30361dpsa.dat,0
78522.dat,0
61073.dat,0
20551p01.dat,0
98393bd01.dat,0
3010p04.dat,1
41879bp02.dat,1
3241a.dat,0
50860c01.dat,0
76382p0f.dat,0
6626.dat,0
42918p03.dat,0
3626cp8w.dat,1
44556.dat,0
80272.dat,0
3626cp86.dat,1
3067apt2.dat,1
2431dq1.dat,0
93568.dat,0
004488e.dat,0
76282.dat,0
2440.dat,0
4865bp03.dat,0
4256738.dat,1
3817cphf.dat,0
10661.dat,0
4185ac01.dat,0
84772.dat,0
4757.dat,0
3038.dat,1
80514.dat,1
u9328ap02c01.dat,0
3626cpng.dat,1
6140.dat,1
u9153p01c02.dat,0
2582d04.dat,1
6074343m.dat,0
44224.dat,0
3068bd0j.dat,0
6154.dat,1
14413.dat,1
2332.dat,0
4743.dat,1
70181.dat,0
2490p43.dat,1
6099p01.dat,1
57046b.dat,0
6009312c.dat,0
50018e.dat,1
2454.dat,1
59275.dat,1
592c03.dat,0
30185c01.dat,1
10113.dat,0
925p03.dat,1
4150df0.dat,0
6632.dat,0
u588p01.dat,0
925p0r.dat,1
3762.dat,0
35660p05.dat,0
3888ac02.dat,1
4212a.dat,1
2210c01.dat,0
u9047.dat,0
54779.dat,1
973pxh.dat,0
98367.dat,1
61898b.dat,0
1613.dat,0
387.dat,1
41896c01.dat,0
3817cph0.dat,0
21019bp09.dat,0
3004.dat,1
66913.dat,0
3070bpy0.dat,0
98567-f1.dat,0
20952.dat,1
3010.dat,1
3815p8i.dat,0
45106.dat,0
6168.dat,0
4265c.dat,0
925p0e.dat,1
3039d02.dat,1
u9053.dat,0
4120158.dat,0
25194.dat,0
u9310c04.dat,1
3776.dat,1
4019.dat,0
92754p01.dat,0
2468.dat,1
3068bptg.dat,0
4186.dat,1
40687.dat,1
3816bp6g.dat,0
30360.dat,1
61649.dat,0
3831.dat,1
u9210p03c01.dat,0
42090.dat,0
73200ph0.dat,0
32577.dat,0
92241p16.dat,0
300521.dat,1
4460bd01.dat,1
265c01.dat,1
32211.dat,0
2651c01-f2.dat,0
4347c01d01.dat,1
2291.dat,0
30406.dat,0
163156a.dat,0
4623959.dat,0
u8003b.dat,1
70022.dat,1
6372023c.dat,0
3817pa2.dat,0
003566a.dat,0
3816bpa2.dat,0
92241p02.dat,0
32205.dat,0
6251p04.dat,0
26603px0.dat,0
6540a.dat,0
4192.dat,0
30374.dat,0
2850a.dat,0
65413.dat,0
30343c01.dat,1
u826.dat,0
556.dat,0
4444p03.dat,1
4222889d.dat,0
3068bpt1.dat,0
30258p04.dat,0
19916.dat,0
4650854b.dat,0
78442.dat,0
87990p01.dat,0
4486c01.dat,1
98138pxi.dat,0
92241p0d.dat,0
32239.dat,0
63710.dat,0
196225b.dat,0
85984dy1.dat,0
4215p03.dat,1
27152.dat,0
u9147p01c02.dat,0
60219.dat,1
77765.dat,0
196945z.dat,0
30348.dat,1
71472.dat,0
3819.dat,0
54802.dat,1
22994.dat,0
3960ps6.dat,1
98549.dat,1
32316pt0.dat,0
u595p01c10.dat,0
2431pm0.dat,0
22385pm0.dat,0
88704-f2.dat,0
2534.dat,0
11208c01.dat,0
87079p0l.dat,0
190735c.dat,0
4616559j.dat,0
3068bpxd.dat,0
4145.dat,0
60594.dat,1
4623.dat,1
10715.dat,0
164365b.dat,0
99131.dat,0
6034.dat,0
6256ph1.dat,0
52526.dat,0
3626bps3.dat,1
6133216mc01.dat,0
6020.dat,0
44350.dat,0
t1032.dat,0
1997.dat,0
30187c04.dat,1
4182d09.dat,1
3815cw3.dat,0
3816bpm1.dat,0
u826p01.dat,0
6327015f.dat,0
3817pm1.dat,0
54200dy0.dat,0
6451314c.dat,0
92716.dat,0
70793.dat,0
4151.dat,1
u595p01c04.dat,0
164555a.dat,0
u8205.dat,1
95051.dat,0
76798d01.dat,1
2508.dat,1
15556a.dat,1
4179.dat,1
47117.dat,1
3068bpx2.dat,0
191915a.dat,0
73200pde.dat,0
30028b.dat,0
u9133.dat,0
195405a.dat,0
30189c01.dat,1
87610ps8.dat,0
88000.dat,1
3626bpse.dat,1
15336p01.dat,0
27328p02k04.dat,0
11437.dat,0
19729p03.dat,0
4247ap03.dat,0
90462b.dat,1
3068p08.dat,0
93352.dat,0
4865ad01.dat,0
6015425b.dat,0
27191.dat,1
4524903.dat,0
u9641.dat,0
73200p30.dat,0
4198678b.dat,0
581.dat,1
6142275qc01.dat,0
u9142p04c01.dat,0
4297022b.dat,0
21019p04.dat,0
11345.dat,0
973d0f.dat,0
4760d02.dat,1
21709.dat,0
60033.dat,1
26066.dat,0
6058327b.dat,0
11477pz1.dat,0
3816bpx0.dat,0
190295d.dat,0
32013.dat,0
24607d01.dat,1
165485a.dat,0
14639p05.dat,0
30292bd05.dat,0
768.dat,1
u8017c01.dat,0
4286d02.dat,1
4162p19.dat,0
2431pzo.dat,0
30162.dat,0
18836.dat,0
3040bdy0.dat,1
22969c01.dat,0
28739.dat,1
30176.dat,1
197875b.dat,0
15504p01.dat,0
89849.dat,0
22385px1.dat,0
73200pq2.dat,0
3626bp0c.dat,1
3626bp39.dat,1
2431px1.dat,0
6587.dat,1
192375f.dat,0
13710m.dat,0
32007.dat,0
100943.dat,0
004283c.dat,0
3399.dat,0
2699c01.dat,0
65151c01-f1.dat,0
u9494.dat,0
15490.dat,0
13787p02.dat,0
6318649a.dat,0
42073c02.dat,1
3815cbd.dat,0
92198p01c13.dat,1
2911.dat,0
3817bp70.dat,0
87694.dat,0
3005pe6.dat,1
u9151p02.dat,0
13787.dat,0
754.dat,0
2431pz9.dat,0
65611.dat,0
998.dat,1
13793.dat,0
740.dat,0
3626bp05.dat,1
4162p0k.dat,0
3068bpm3.dat,0
92198p01c07.dat,1
2799c01.dat,0
3817bp6u.dat,0
3069bpt4.dat,0
u9529-f1.dat,0
2905.dat,0
64022c02.dat,1
3650a.dat,0
6036369c.dat,0
3004d0l.dat,1
6255869pc01.dat,0
3068bp88.dat,0
30370ps3.dat,0
98138pb1.dat,0
u9480.dat,0
822a.dat,0
30090b.dat,0
2446p01.dat,0
6236.dat,1
35967.dat,0
22385p021.dat,0
37352p01.dat,0
737c01-f2.dat,1
003497b.dat,0
3039pc6.dat,1
4211063.dat,1
11203p01.dat,1
11609.dat,0
6115204f.dat,0
4347.dat,1
4638848b.dat,0
21019bpdgb.dat,0
10350p02.dat,0
2507pa2.dat,0
2736.dat,0
80267p01.dat,0
99455.dat,0
12589c02.dat,0
89646.dat,0
u8013.dat,0
6550.dat,0
973.dat,0
45677d01.dat,1
4215ad0e.dat,1
4201018b.dat,0
777p16.dat,0
25866p01.dat,0
2431pt2.dat,0
164575c.dat,0
79717p01-f1.dat,0
967.dat,1
98138p85.dat,0
30261df0.dat,0
777p02.dat,0
3069bpxa.dat,0
4353.dat,0
3626cpd63.dat,1
70591.dat,0
50899.dat,0
2546p01.dat,0
3068bp77.dat,0
2044.dat,0
6142275f.dat,0
6142617fc01.dat,0
77598.dat,1
4003c01.dat,1
20461px0.dat,0
52730.dat,0
6222.dat,1
22385p035.dat,0
61068d02.dat,0
4533401g.dat,0
59895.dat,0
59349ph1.dat,1
3482c01.dat,0
4864ad04.dat,1
3596d06.dat,0
6062886h.dat,0
3960p0f.dat,1
3626bph9.dat,1
4544258fc01.dat,0
71830-f1.dat,0
32952.dat,1
u9331.dat,0
4215ad03.dat,1
3069bpzi.dat,0
6041468c.dat,0
11153.dat,0
63864pz3.dat,0
3817bp8i.dat,0
6578c01.dat,0
19206p01.dat,0
5065.dat,1
47203p03.dat,0
16709p0h.dat,1
41764.dat,1
3069bpx7.dat,0
11147.dat,0
4159998c.dat,0
3626cpd6e.dat,1
3068bpa0.dat,0
49656p03.dat,0
18605.dat,1
64225d02.dat,0
30189.dat,1
41770.dat,1
13750.dat,0
55705.dat,0
783.dat,0
6578.dat,0
u9325.dat,1
98138p8c.dat,0
4622303k.dat,0
169625a.dat,0
98138pn2.dat,0
15447.dat,0
22385p009.dat,0
3068bp7a.dat,0
2507p61.dat,0
6142275q.dat,0
30837.dat,1
3821p60.dat,1
30585b.dat,1
4150p40.dat,0
3596d12.dat,0
15522p01.dat,0
22385p031.dat,0
80672.dat,1
93168.dat,1
6142275b.dat,0
2040.dat,1
3068bp73.dat,0
2739a.dat,0
3623pz1.dat,1
57894.dat,1
u9062c02.dat,1
3815pc44.dat,0
2726.dat,0
41748.dat,1
94161.dat,0
3626cpd67.dat,1
98138p81.dat,0
164575g.dat,0
777p06.dat,0
65826.dat,0
2431pt6.dat,0
6540.dat,0
4215ad0a.dat,1
977.dat,0
u9582b.dat,0
777p12.dat,0
4201018f.dat,0
6554.dat,0
u8017.dat,0
4638848f.dat,0
56220.dat,0
2928c02.dat,1
6115204b.dat,0
4343.dat,0
3039pc2.dat,1
003497f.dat,0
3817bpm0.dat,0
33909d01.dat,1
3068bp67.dat,0
92262.dat,1
6232.dat,1
22385p025.dat,0
004847c.dat,0
822e.dat,0
3960p04.dat,1
3596d16.dat,0
82059.dat,0
6138629g.dat,0
5713.dat,0
45274.dat,0
98138pn6.dat,0
169625e.dat,0
15443.dat,0
u9447.dat,0
98138p8g.dat,0
u9321.dat,0
4622303o.dat,0
787.dat,0
6005724b3.dat,0
13754.dat,0
4224792.dat,1
18601.dat,1
6126972b.dat,0
11143.dat,0
44341p02.dat,1
3404.dat,1
3069bpx3.dat,0
3626cpd6a.dat,1
u9107p02c02.dat,0
92538.dat,1
u600p01c02.dat,0
16709p0l.dat,1
2431bp52.dat,0
4215ad07.dat,1
15680c01.dat,0
793.dat,1
4207712a.dat,0
2513p04.dat,1
30485ps0.dat,1
22385p019.dat,0
10057pm0.dat,1
15457.dat,0
3960p0b.dat,1
24852.dat,0
35787.dat,0
93140.dat,1
3482c05.dat,0
3039pcd.dat,1
3596d02.dat,0
43370c01-f1.dat,0
30584b.dat,1
4032b.dat,0
4533401c.dat,0
30614.dat,1
69761.dat,0
3684ap22.dat,1
32003.dat,0
75348.dat,0
192375b.dat,0
13710i.dat,0
38547p01.dat,0
3626bp0g.dat,1
778.dat,1
6583.dat,1
4162p09.dat,0
4774c01.dat,0
4162p0x.dat,0
18826.dat,0
3817bp6f.dat,0
30172.dat,1
60751.dat,0
30166.dat,1
4286d06.dat,1
2431pzk.dat,0
33009k02.dat,0
165485e.dat,0
191485d.dat,0
30292bd01.dat,0
14639p01.dat,0
32017.dat,0
92251p03.dat,0
41835p02.dat,0
3068bp9n.dat,0
3817bpa3.dat,0
73697c01.dat,1
98138pb5.dat,0
u9484.dat,1
3819px1.dat,0
3626c.dat,1
3004d0h.dat,1
3069bpt0.dat,0
68325.dat,1
3817bp60.dat,0
2901.dat,0
93062p02.dat,0
92198p01c03.dat,1
50862.dat,0
3626bp01.dat,1
