PART_REF,STUD_CHECK
202.dat,1
35032b.dat,0
98138px1.dat,0
92241p18.dat,0
64059.dat,0
u1852p01.dat,0
85651c02.dat,0
6372023m.dat,0
18384.dat,0
3404dc02.dat,1
60601p04.dat,0
30408.dat,0
19474-f2.dat,0
3040p07.dat,1
30027c.dat,0
65421.dat,0
54824.dat,0
73261-f2.dat,1
564.dat,1
44570.dat,1
u9142p01c03.dat,0
3068bdfc.dat,0
925p0k.dat,1
2466.dat,1
3778.dat,0
3065d01.dat,1
4771.dat,1
4124456.dat,0
66909.dat,1
2300.dat,0
59521.dat,0
6166.dat,1
63871.dat,0
30218k02.dat,0
3068bd02.dat,0
389.dat,1
98369.dat,0
973pxf.dat,0
4773a.dat,0
57518.dat,0
21019bp07.dat,0
4003.dat,1
u9049.dat,1
3626cp8n.dat,1
u8204p01.dat,1
22385p403.dat,0
4181p05.dat,1
49311ps0.dat,1
11203.dat,1
u9061.dat,0
2359p02.dat,1
6342851ec01.dat,0
80268.dat,0
u66p01c01.dat,0
3068bdf5.dat,0
2408p02.dat,1
973py4.dat,0
199014a.dat,0
6074343c.dat,0
98341.dat,0
3068bd0d.dat,0
3816cps1.dat,0
13710mc01.dat,0
3022.dat,1
6177949b.dat,0
17114.dat,1
6009254a.dat,0
3036.dat,1
42531p02.dat,0
949cc02.dat,1
304826.dat,0
21019bp0a.dat,0
3821d01.dat,1
973px0.dat,0
739p01.dat,0
3626cpm3.dat,1
87513.dat,1
15071.dat,1
4106752b.dat,0
u9075.dat,0
3626cp88.dat,1
952a.dat,1
3626cp8y.dat,1
6628.dat,0
191075e.dat,0
71682pt2.dat,0
11217.dat,0
3750.dat,0
58171.dat,0
3963.dat,1
49097.dat,1
92693.dat,0
3817cp02.dat,0
76382p0h.dat,0
169685d.dat,0
u66c01.dat,0
74967p01.dat,0
564c02.dat,1
6141875i.dat,0
973pua.dat,0
t1052c08.dat,1
73479.dat,1
34732.dat,1
19478-f2.dat,0
30554.dat,0
47904.dat,0
21459.dat,0
53450c01.dat,0
30540.dat,1
61069.dat,0
335c02.dat,0
3070bptx.dat,0
3298ps1.dat,1
6221655dc01.dat,0
4285b.dat,1
6178096b.dat,0
76382p1l.dat,0
3004pc0.dat,1
12939.dat,1
4865apt2.dat,0
300301.dat,1
194295b.dat,0
t43111.dat,0
3626cp77.dat,1
98389p01.dat,0
30226.dat,1
404.dat,1
3069bds1.dat,0
3815pa9.dat,0
31110.dat,0
3787.dat,1
40931.dat,0
2499.dat,0
18895p01.dat,1
28327.dat,1
197905b.dat,0
6022692a.dat,0
3070bpv1.dat,0
25560c01.dat,0
30361dps9.dat,0
20461bpx5.dat,0
4182p03d01.dat,1
973pu7.dat,0
98130p04.dat,0
98382.dat,0
56908c01.dat,0
2468p53.dat,1
6199.dat,0
33061.dat,0
973pt3.dat,0
71372-f1.dat,0
3626cpbj.dat,1
376.dat,1
92244p14.dat,0
003441a.dat,0
3070bpto.dat,0
3010p22.dat,1
3665a.dat,1
64893.dat,0
u1850p04.dat,0
3626cp7a.dat,1
22391.dat,1
u9539.dat,0
4780c01.dat,0
2723p01.dat,0
32182.dat,0
3308ad02.dat,1
51719c01.dat,0
u9132c05.dat,1
973pad.dat,0
75902p03.dat,0
6177969w.dat,0
30292a.dat,0
4215.dat,1
4266c01.dat,0
u9169c01.dat,1
973p4o.dat,0
61.dat,0
15429p02.dat,1
973p75.dat,0
31cc01.dat,1
20460p07.dat,0
973p7t.dat,0
821.dat,1
44772.dat,0
32828.dat,1
973p61.dat,0
75.dat,0
47206p01.dat,0
4201.dat,1
28870.dat,0
61406p01.dat,1
195125a.dat,0
2670.dat,1
6153754p.dat,0
90462bpq0.dat,1
60808.dat,1
14653-f2.dat,0
20592.dat,0
u586p02c03.dat,0
15529.dat,0
22385.dat,0
32196.dat,0
004760b.dat,0
3675dx0.dat,1
3069bd07.dat,0
2494p01.dat,0
30158b.dat,0
3069bd0v.dat,0
32474px0.dat,0
3069p52.dat,0
61280.dat,0
11767.dat,1
57518c01.dat,0
973pas.dat,0
15501.dat,0
43747.dat,0
35809.dat,0
24314p02.dat,0
973pa2.dat,0
973pbh.dat,0
973p49.dat,0
u768c02.dat,0
93221p02.dat,1
973p4x.dat,0
u9263.dat,1
2880.dat,0
4229.dat,1
58367.dat,0
3794b.dat,1
266b.dat,1
2894.dat,1
6153754g.dat,0
16001p01.dat,0
11015.dat,0
3298p13.dat,1
973p6g.dat,0
6081d01.dat,1
3069bdf0.dat,0
88422.dat,1
809.dat,1
6239p03.dat,0
u9511.dat,0
15515.dat,0
53540.dat,1
99249.dat,0
u9349p02.dat,0
33009c01.dat,0
44375bp03.dat,1
18031.dat,0
4858d01.dat,1
3817cps4.dat,0
6347356h.dat,0
4211119.dat,1
3070bpc0.dat,0
4218868.dat,0
30375ps1.dat,1
57915.dat,0
3815bpq1.dat,0
4378b.dat,0
32627.dat,1
3004pz2.dat,1
2536a.dat,1
u592.dat,0
92198p04c05.dat,1
973p8l.dat,0
57796ac02.dat,0
30030.dat,1
4155708.dat,1
41811.dat,1
60607.dat,0
20546p03.dat,0
14769p06.dat,0
18970.dat,1
15068pz1.dat,0
14769p0w.dat,0
u586.dat,0
3008d04.dat,1
u9288.dat,0
73109.dat,1
6575a.dat,0
73200bphb.dat,0
973p9h.dat,0
3008d0u.dat,1
u600p02.dat,0
148.dat,0
3002p18b.dat,1
57901.dat,0
4603014f.dat,0
11954.dat,0
2431d0g.dat,0
20551.dat,0
4548064d.dat,0
973pm1.dat,0
3443bc01.dat,1
3001d08.dat,1
3626cpx2.dat,1
70081c02.dat,0
88393.dat,1
28125.dat,0
50920.dat,0
92250p08c01.dat,0
2843.dat,0
3009p03.dat,1
3585.dat,1
12884c02.dat,0
22408.dat,1
606.dat,1
63326.dat,1
3008d0b.dat,1
44799.dat,0
62537p01.dat,0
64449.dat,1
3430c00-f2.dat,1
612.dat,1
75544.dat,0
30018.dat,1
61531.dat,1
u9001p01.dat,0
37777.dat,0
71722.dat,0
3009p17.dat,1
67140.dat,0
2857.dat,0
4180c.dat,0
31460.dat,0
9326p17.dat,0
20460bpx0.dat,0
4598.dat,1
2431d01.dat,0
2473a.dat,0
174.dat,1
3590.dat,0
67141.dat,0
4180b.dat,1
2856.dat,0
41838.dat,0
14769p0a.dat,0
37776.dat,0
613.dat,1
75545.dat,1
64448.dat,1
3008d0c.dat,1
63327.dat,0
3003px2.dat,1
23065.dat,0
132-old.dat,0
175.dat,1
18836pq0.dat,0
100662p01.dat,0
4599.dat,1
20460bpx1.dat,0
9326p16.dat,0
197925a.dat,0
9326p02.dat,0
821435h.dat,0
4107073.dat,0
3001d09.dat,1
3626cpx3.dat,1
973pm0.dat,0
161.dat,1
607.dat,1
24078.dat,1
u9041c01.dat,1
22409.dat,1
973p8z.dat,0
63333.dat,1
37467-f2.dat,0
2842.dat,1
21100.dat,0
3009p02.dat,1
6643k01.dat,0
37762.dat,0
61524.dat,0
50921.dat,0
973p9i.dat,0
3008d0t.dat,1
u9289.dat,0
3008d05.dat,1
u587.dat,0
4214921.dat,0
14769p0v.dat,0
15068pz0.dat,0
45755p01.dat,0
14769p07.dat,0
20546p02.dat,0
69636.dat,0
4603014g.dat,0
57900.dat,0
2431d0f.dat,0
11955.dat,0
783p13.dat,0
149.dat,1
32140.dat,0
30089b.dat,1
3815bpq0.dat,0
6582c01.dat,0
196705c.dat,0
49294.dat,0
30031.dat,0
4495b.dat,1
973p8m.dat,0
92198p04c04.dat,1
3004pz3.dat,1
2335d01.dat,0
808.dat,0
3069bdf1.dat,0
3004pt8.dat,1
74698.dat,0
3298p12.dat,1
973p6f.dat,0
48.dat,0
11014.dat,0
6153754f.dat,0
2895.dat,0
16001p00.dat,0
4162628.dat,1
3070bpc1.dat,0
6197394a.dat,0
2976c01.dat,1
6347356i.dat,0
39266p01.dat,1
6239p02.dat,0
u9510.dat,0
3003pt1.dat,1
45337.dat,1
4629down.dat,0
973pbi.dat,0
973pa3.dat,0
60635p01.dat,0
43746.dat,1
973par.dat,0
5650.dat,0
51342.dat,0
4616b.dat,1
772p01.dat,1
4228.dat,1
2881.dat,0
u9262.dat,0
973p4y.dat,0
93221p03.dat,1
65781.dat,0
973p48.dat,0
973p7b.dat,0
u9579a.dat,0
2671.dat,1
95328.dat,0
90462bpq1.dat,1
6153754q.dat,0
19203p02.dat,0
24093.dat,0
37383p01c01.dat,1
973p60.dat,0
3069bd0w.dat,0
22385p166.dat,0
30158c.dat,0
32197.dat,0
3069bd06.dat,0
3675dx1.dat,1
47508.dat,0
u586p02c02.dat,0
3009pk2.dat,1
21699.dat,0
6177969v.dat,0
75902p02.dat,0
4346pw01.dat,0
509c01-f1.dat,1
73200bpc39.dat,0
73861.dat,1
973pae.dat,0
73200bp0o.dat,0
u9132c04.dat,1
32183.dat,0
u9538.dat,0
22390.dat,1
44773.dat,1
820.dat,1
973p7u.dat,0
23930.dat,0
20460p06.dat,0
24087.dat,0
73200bpd6e.dat,0
973p74.dat,0
15429p03.dat,1
60.dat,0
973p4n.dat,0
30230p02.dat,1
4214.dat,0
3010p23.dat,1
3070bptn.dat,0
61054.dat,0
2453b.dat,1
3626cpap.dat,1
3626cpbk.dat,1
98397.dat,0
973pt2.dat,0
20461b.dat,0
17351p01.dat,0
3005-1b.dat,1
64892.dat,0
26603d01.dat,0
2498.dat,0
40930.dat,1
31111.dat,0
6180ps1.dat,1
405.dat,0
6198.dat,0
98383.dat,1
98130p05.dat,0
973pu6.dat,0
30361dps8.dat,0
197905c.dat,0
3070bpuj.dat,0
3070bpv0.dat,0
28326.dat,1
92244p01.dat,0
33048.dat,0
6178096c.dat,0
3298ps0.dat,1
80028-f1.dat,0
3070bpty.dat,0
611p01.dat,1
61068.dat,0
30541.dat,1
4092b.dat,0
93598.dat,1
4211483.dat,1
21837-f2.dat,0
3626cp76.dat,1
53168-f2.dat,0
92198p14c01.dat,1
3195p01.dat,1
24246.dat,0
76382p0i.dat,0
88812.dat,0
92692.dat,1
3962.dat,1
004486a.dat,0
t1052c06-f1.dat,1
196725a.dat,0
47905.dat,1
t1052c09.dat,1
32342.dat,0
6141875h.dat,0
3626cpm2.dat,1
88646p05.dat,1
973px1.dat,0
3037.dat,1
57525.dat,0
4758.dat,0
61929.dat,1
3751.dat,1
11216.dat,1
71682pt3.dat,0
191075d.dat,0
6629.dat,0
3626cp8x.dat,1
3626cp89.dat,1
u9074.dat,0
4106752c.dat,0
33909.dat,1
15070.dat,1
3068bdf4.dat,0
2359p03.dat,1
u9060.dat,0
15064.dat,0
3815bp0h.dat,0
11202.dat,0
49311ps1.dat,1
69c01.dat,0
6177949c.dat,0
3816ps0.dat,0
3023.dat,1
14769ps1.dat,0
3816cps0.dat,0
48411.dat,1
3068bd0e.dat,0
6074343b.dat,0
21019bp06.dat,0
61678p02.dat,0
57519.dat,0
3068bd17.dat,0
973pxg.dat,0
98368.dat,0
388.dat,1
48933ps1.dat,1
63864.dat,0
195555b.dat,0
4181p04.dat,1
42114.dat,1
4624296d.dat,0
3626cp8o.dat,1
u9048.dat,0
27940.dat,0
10134.dat,0
6324084s.dat,0
2473.dat,0
46372.dat,0
2467.dat,1
65080p01.dat,1
925p0j.dat,1
3068bdfb.dat,0
75974.dat,0
u9142p01c02.dat,0
44571.dat,1
3068bd03.dat,0
6167.dat,0
95658.dat,0
2301.dat,0
4770.dat,0
2490p4j.dat,1
16237.dat,0
30409.dat,0
4215p24.dat,1
37366.dat,0
3229bc01.dat,1
92241p0cc01.dat,0
6372023l.dat,0
16529p02c01.dat,0
u572p01.dat,0
6142622ic01.dat,0
92241p19.dat,0
92253p03c01.dat,0
32282c03.dat,1
98138px0.dat,0
203.dat,0
565.dat,0
21490c02.dat,0
58125a.dat,0
4740ps1.dat,1
30027b.dat,0
98585.dat,0
32578.dat,0
3040p06.dat,1
19474-f3.dat,0
3940c.dat,0
6256p02.dat,0
571.dat,0
948c.dat,0
2525p32.dat,0
92246p04.dat,0
2431p53.dat,0
972phb.dat,0
35565.dat,1
4858p90.dat,1
217.dat,1
30361aps4.dat,0
3068bpd13.dat,0
4823.dat,1
3817pbg.dat,0
3194.dat,1
u197.dat,0
98138pxf.dat,0
163155b.dat,0
27149.dat,0
u9109p02c02.dat,0
92094.dat,0
3069bp82.dat,0
3596cw1.dat,0
4349p01.dat,1
26531.dat,0
29602.dat,0
4650854m.dat,0
6636py0.dat,0
004490a.dat,0
77127p01c01.dat,1
559.dat,1
57895p01.dat,0
24326.dat,1
25269p60.dat,0
4346d03.dat,0
57539p04.dat,0
407026.dat,1
4864p33.dat,1
3816.dat,0
58124c02.dat,1
15851.dat,0
244c03.dat,1
98138pt3.dat,0
31111p03.dat,0
74656p01.dat,0
98220.dat,0
t1029.dat,0
2864c01.dat,0
10350p01c01.dat,0
4616559e.dat,0
87079p0c.dat,0
20460bpdgb.dat,0
3625.dat,0
25971p02.dat,0
455p02.dat,1
u9100.dat,0
47510p01.dat,0
93084p03.dat,0
3068ap01.dat,0
004613a.dat,0
15535p06.dat,0
u9114.dat,0
4207b.dat,0
3069bpc2.dat,0
3011pt1.dat,0
3068bpz5.dat,0
48203.dat,0
18352.dat,1
91884p04.dat,1
u9399c01.dat,0
4182d06.dat,1
20461bpdgb.dat,0
4610.dat,0
3023bp00.dat,1
11438.dat,0
3626bpc33.dat,1
314e.dat,1
6009254ec01.dat,0
46212a.dat,1
6007.dat,1
31111p0e.dat,0
22385p210.dat,0
87610ps7.dat,0
004757e.dat,0
t1015.dat,0
90640.dat,0
4107488.dat,0
775c01.dat,0
42060.dat,1
13549.dat,0
68495p01.dat,0
87079p05.dat,0
10040.dat,1
30390.dat,1
2507.dat,0
4176.dat,1
4247772.dat,1
u9187a.dat,0
196695b.dat,0
46212.dat,1
4088a.dat,1
70978.dat,0
10352c01.dat,1
10054.dat,0
3069bpcd.dat,0
2513.dat,1
30384.dat,0
23945p01.dat,1
37364pdg9.dat,0
4162.dat,0
3755ap01.dat,1
3822p02.dat,1
42074.dat,0
72206p01.dat,0
4263304c.dat,0
52501.dat,1
22385p204.dat,0
3626bpq4.dat,1
t1001.dat,1
19070.dat,0
26280.dat,0
3068p07.dat,0
3069bp55.dat,0
76138.dat,0
3068ps1.dat,0
18905p03.dat,0
3596c90.dat,0
3005pf5.dat,1
191485o.dat,0
61898bc01.dat,0
35015.dat,1
4162p16.dat,0
190595b.dat,0
33464.dat,0
767.dat,1
99499.dat,0
24118.dat,0
2412b.dat,0
65144.dat,0
59826d.dat,0
25560.dat,0
92198p08c04.dat,1
3817bpbb.dat,0
3004d11.dat,1
88294p01.dat,0
24087p02.dat,0
3068bp9e.dat,0
3063a.dat,1
3396.dat,0
3004d05.dat,1
11809.dat,0
3004d0t.dat,1
55981c02.dat,0
3068bp8a.dat,0
13710b.dat,0
192375i.dat,0
4257p01.dat,0
6148328ayc01.dat,0
u592p02c02.dat,0
98138pa2.dat,0
32008.dat,1
63521.dat,1
4162p0s.dat,0
4162p02.dat,0
6588.dat,0
773.dat,0
42289.dat,1
3626bp36.dat,1
3626bp0l.dat,1
6216c.dat,1
4197pt2.dat,0
6148328vc01.dat,0
30350cd02.dat,0
30179.dat,1
3068bpn0.dat,0
35787pz1.dat,0
23893.dat,1
98138p61.dat,0
983.dat,0
3840d05.dat,0
34337.dat,0
2431pz6.dat,0
4542886e.dat,0
13788.dat,0
60644p01.dat,0
58148p01c01.dat,1
73200ps5.dat,0
30151.dat,1
39613.dat,1
49492.dat,0
30637.dat,0
3623pt1.dat,1
3068bp93.dat,0
3754p02.dat,1
3005p02.dat,1
32020.dat,0
821420d.dat,0
2454adq1.dat,1
73194c02.dat,1
21825-f2.dat,0
80686.dat,0
32034.dat,0
3004d0c.dat,1
2707p01.dat,0
30587c01.dat,0
20430.dat,1
3068bp87.dat,0
92198p06c01.dat,1
76110.dat,0
27149p01.dat,0
30145.dat,1
92198p01c08.dat,1
59349p02.dat,1
2399dt0.dat,1
997.dat,1
4162p0d.dat,0
24130.dat,1
87857.dat,0
89649.dat,0
99798-f1.dat,0
63290.dat,0
12622p01.dat,1
u9302.dat,0
4215ad0j.dat,1
47326.dat,0
u9106p03c02.dat,0
004452d.dat,0
3069bpz0.dat,0
61487.dat,1
16709p01.dat,1
2739.dat,0
3815pc6a.dat,0
195475bc01.dat,0
3039pc9.dat,1
24629p01.dat,0
15460.dat,0
u9464.dat,0
6239.dat,0
u9470.dat,0
32181c01.dat,0
98138pm1.dat,0
80679.dat,0
86208.dat,0
3068bp78.dat,0
6142275i.dat,0
3596d21.dat,0
4206504.dat,0
47454.dat,1
3039p76.dat,1
45411p02.dat,1
3433.dat,0
u9210p02.dat,0
3245bdq2.dat,1
4622303s.dat,0
6148328bgc01.dat,0
6005724a4.dat,0
4118782.dat,1
968.dat,1
4460a.dat,1
u9316.dat,0
3069bpzf.dat,0
16709p0g.dat,1
30192.dat,0
2705.dat,0
3815c89.dat,0
u8020.dat,0
194535a.dat,0
712a.dat,1
3960p0i.dat,1
80651.dat,1
6062886g.dat,0
22385p012.dat,0
3626bph6.dat,1
6205.dat,1
3626-4t.dat,1
4533401h.dat,0
3829b.dat,0
3815cm2.dat,0
92255.dat,0
3815pc67.dat,0
10202p05.dat,0
3068bp50.dat,0
2582p6u.dat,1
3596d09.dat,0
3039pco.dat,1
4412.dat,0
572b.dat,0
92241.dat,0
6100p01.dat,1
4211044.dat,1
30838.dat,0
30367bps4.dat,1
22385p006.dat,0
90001p01.dat,1
4740p07.dat,1
6577.dat,0
u8034.dat,0
2431pw1.dat,0
80123.dat,1
4622303d.dat,0
60581d03.dat,1
954.dat,0
4360.dat,1
3626cpd6j.dat,1
3069bpx8.dat,0
30359b.dat,1
37365pdeb.dat,0
2711.dat,1
30186.dat,0
168365c.dat,0
18937p01.dat,1
15413.dat,0
4613908o.dat,0
6037767a.dat,0
u9417.dat,0
199025a.dat,0
63585.dat,0
u595p02c01.dat,0
6277168n.dat,0
4620858l.dat,0
3068a.dat,0
60932.dat,0
18651.dat,0
004589a.dat,0
3039p11.dat,1
58148p01.dat,0
970c63.dat,0
80178.dat,0
87617.dat,0
u589p01.dat,0
u9371.dat,0
25975p01.dat,0
43127.dat,1
15361.dat,0
u9365.dat,0
6142622j.dat,0
650b.dat,1
6538.dat,0
3626bp86.dat,1
6179ps4.dat,1
51523.dat,1
3068bpfj.dat,0
3626cpd2e.dat,1
2986.dat,1
3039p05.dat,1
2383c01p02.dat,1
3326.dat,0
4150p00.dat,0
4449.dat,0
4620859h.dat,0
87079px3.dat,0
2038.dat,1
22385p049.dat,0
14719.dat,0
43899.dat,0
53452.dat,1
15407.dat,1
u9403.dat,0
10178p04.dat,0
4461.dat,1
19215.dat,1
191767.dat,0
168315b.dat,0
004511c.dat,0
3068bp23.dat,0
93606p02.dat,0
22385p061.dat,0
826a.dat,1
24309dy3.dat,0
32090.dat,0
95343c02.dat,0
933.dat,0
6510.dat,0
91049.dat,1
30477p01.dat,1
2775c02.dat,0
3068bpg8.dat,0
92755p01.dat,0
6177ps1.dat,1
3468.dat,0
43903-f1.dat,0
59143.dat,0
30152ap01.dat,0
44674.dat,1
99401.dat,0
3626bpn1.dat,1
453ac01.dat,1
24633p02.dat,0
89646p01.dat,0
32084.dat,1
40374.dat,1
3817bph0.dat,0
66857p00.dat,0
87079pxe.dat,0
3087a.dat,1
003238o.dat,0
26073p04.dat,0
19201.dat,0
4475.dat,1
3068bp0m.dat,0
6636p02.dat,0
35700.dat,0
3005-z.dat,1
24093p04.dat,0
6234010a.dat,0
3626bp51.dat,1
3245cpzc.dat,1
4185177.dat,0
98138p1d.dat,0
4093ad01.dat,1
6309p11.dat,0
3817bp30.dat,0
6196575i.dat,0
2951.dat,0
3497.dat,1
6296256f.dat,0
6309p05.dat,0
49309p01.dat,0
3483.dat,0
6309p0t.dat,0
2350cd01.dat,1
4160689.dat,0
3626bp45.dat,1
700.dat,1
307024.dat,0
88295.dat,0
73741.dat,1
35714.dat,0
4867p11.dat,1
3010d03.dat,1
61345.dat,1
3817bpde.dat,0
87079pt0.dat,0
32374p02c01.dat,1
58120c01.dat,1
32053.dat,0
3005-m.dat,1
56823k02.dat,0
30644.dat,1
85941.dat,1
6636p0d.dat,0
u9142p02.dat,0
4620857c.dat,0
2572d02.dat,1
6258203c.dat,0
22969ac01.dat,0
92583.dat,1
3245cpz5.dat,1
98138p1s.dat,0
728.dat,1
55976.dat,0
98138p2h.dat,0
98138p12.dat,0
64573.dat,1
4109603.dat,1
98138p0w.dat,0
3626bp4c.dat,1
63208.dat,1
98138p06.dat,0
2979.dat,1
6309p0c.dat,0
3069bps8.dat,0
85984d0j.dat,0
18862.dat,0
30136.dat,1
28779.dat,0
30363ps3.dat,1
3846p44.dat,0
30650.dat,0
48933.dat,1
3846p4u.dat,0
4620856g.dat,0
33037c02.dat,1
4613906d.dat,0
3010d0e.dat,1
50990bp01.dat,1
3626bpb2.dat,1
4448d04.dat,0
163555a.dat,0
2654bp01.dat,0
3005pvi.dat,1
2528ap33.dat,0
4740px1.dat,1
54929c01.dat,1
12618.dat,0
92198p02.dat,1
47157.dat,0
3001pk1.dat,1
92241p21c01.dat,0
2548.dat,0
6283148m.dat,0
466e.dat,0
3130.dat,0
11477.dat,0
43457.dat,0
73594.dat,1
6048.dat,0
973pd1d.dat,0
73200p6u.dat,0
98138ps0.dat,0
73200p70.dat,0
u9601.dat,0
6069ps1.dat,1
6299663b.dat,0
61184.dat,1
41889c01.dat,0
5555.dat,0
2340d02.dat,1
11305.dat,0
41532.dat,0
3005pt7.dat,1
3005pwm.dat,1
u9167.dat,0
3005ptv.dat,1
u9151p01c01.dat,0
92198p16.dat,1
u669.dat,0
28981c01.dat,0
99617c01.dat,0
14718px1.dat,1
2574.dat,1
3005pue.dat,1
973pdgc.dat,0
20461p09.dat,0
42013.dat,1
99617.dat,0
3024pz1.dat,1
3622d03.dat,1
6279911h.dat,0
54671.dat,1
4345a.dat,1
u9550c01.dat,1
3626bpw3.dat,1
t1066.dat,0
14533.dat,0
973pd12.dat,0
55209.dat,0
4100418c.dat,0
63864p02.dat,0
30485.dat,1
3069bp0h.dat,0
4744p04.dat,1
4663.dat,0
30491.dat,0
2206.dat,0
10168p01.dat,0
004751b.dat,0
t1072.dat,0
88068.dat,0
52572.dat,1
6060.dat,1
u9107p01c03.dat,0
4449k03.dat,0
3005pta.dat,1
6142617kc01.dat,0
52214.dat,1
3349p02.dat,0
4542422a.dat,0
92756.dat,0
13760c01.dat,1
2560.dat,1
31002.dat,0
486k03.dat,0
6051a.dat,0
276c01.dat,1
u9107p06.dat,0
3960pv2.dat,1
3437pe1.dat,0
270.dat,1
2372c01.dat,1
t1099.dat,0
185c01d01.dat,1
4844.dat,1
87544dq1.dat,1
4688.dat,1
u9007p06.dat,0
32021p01c01.dat,1
890p01.dat,0
197915d.dat,0
264.dat,0
98284.dat,0
30350bpx3.dat,0
73200p8i.dat,0
30191k01.dat,0
21828c01.dat,0
3009d0l.dat,1
502.dat,0
3069bph2.dat,0
92252p02.dat,0
92251p06c01.dat,0
4150ps6.dat,0
30320.dat,1
6014ac01.dat,0
58088.dat,0
u8007b.dat,1
3678ad26.dat,1
47326p02.dat,0
3626bpc83.dat,1
3039ps3.dat,1
92198p02c02.dat,1
32251.dat,0
2431p08.dat,0
86652c01.dat,0
258.dat,1
2454dq8.dat,1
87398.dat,1
6565dt0.dat,1
3001p01.dat,1
685p01.dat,0
71368.dat,0
84637bp03.dat,0
66614.dat,0
4650852j.dat,0
3865.dat,1
3008p25.dat,1
32523.dat,0
49295p02.dat,0
31512p03.dat,0
15068dx0.dat,0
25269p07.dat,0
6142617s.dat,0
u9007.dat,0
10164p01.dat,0
87561.dat,0
6148328f.dat,0
776p02.dat,0
4215ap04.dat,1
4616ac01.dat,1
71591.dat,0
72514p03.dat,0
48310.dat,1
004462a.dat,0
3044.dat,0
56890.dat,0
3183a.dat,1
41334.dat,0
4180c02.dat,1
6142617gc01.dat,0
3009pta.dat,1
20460px0.dat,0
4864ap03.dat,1
3596p01.dat,0
6128.dat,0
18603c02p0f.dat,1
14769pt2.dat,0
92709c05.dat,1
14769pts.dat,0
11202p01.dat,0
4215ap10.dat,1
2428.dat,0
3815bp41.dat,0
10351p02.dat,0
3736.dat,0
u9013.dat,0
73392.dat,1
61189ps0.dat,0
88646.dat,1
2400.dat,1
4215ap0b.dat,1
4071.dat,1
18836p41.dat,0
6255869l.dat,0
163145ac01.dat,0
168135e.dat,0
6148328q.dat,0
6142617d.dat,0
3004ph1.dat,1
11203d06.dat,1
6100.dat,1
t1112.dat,1
004747b.dat,0
3009pt7.dat,1
98568p01.dat,0
2366.dat,1
3443bc02d01.dat,1
14769ptd.dat,0
84726.dat,0
47222a.dat,0
2372.dat,0
92747p01.dat,0
3834p01.dat,0
t1106.dat,0
4544258gc01.dat,0
32494.dat,0
3037d53.dat,1
70501a.dat,0
30183p01.dat,1
30283.dat,1
3817cp8i.dat,0
25375k02.dat,0
2431dt5.dat,0
64452p01.dat,1
38628p02.dat,0
3816bpcbd.dat,0
3678bp30.dat,1
6148328af.dat,0
3939.dat,1
3002d03.dat,1
3815pde.dat,0
3626cp0c.dat,1
973ps1.dat,0
87079dq3.dat,0
2454a.dat,1
304.dat,1
71645p01.dat,0
889c01.dat,0
3475b.dat,1
973psp.dat,0
4066bp0a.dat,0
u9105p03.dat,0
15068p0h.dat,0
u9370c01.dat,1
2399.dat,1
93552p04.dat,0
20033c02.dat,1
14769px1.dat,0
3816cpx0.dat,0
s1.dat,0
973pr5.dat,0
62698-f3.dat,0
92250p07.dat,0
4066bp1e.dat,0
37178k02.dat,0
3817bpcbd.dat,0
822ac01.dat,0
3003p0b.dat,1
476.dat,1
u8016c01.dat,0
3245a.dat,1
73351.dat,0
22678.dat,0
70880.dat,1
20460bp0a.dat,0
35011c01.dat,1
4174735f.dat,0
22888.dat,1
3003p10.dat,1
62274.dat,0
3626cp05.dat,1
4586574c.dat,0
3351ap02.dat,0
6148328aq.dat,0
4179107f.dat,0
3817cp6u.dat,0
3003941.dat,0
6255869qc01.dat,0
4211396.dat,1
57901p01.dat,0
4620860e.dat,0
48489.dat,0
1874.dat,1
6009194bc01.dat,0
4066bp0v.dat,0
821410a.dat,0
11477dyl.dat,0
4100545.dat,0
338.dat,1
30173a.dat,0
4066bp07.dat,0
47899c03.dat,1
u9534p01.dat,0
2698c01.dat,0
3846d03.dat,0
973prc.dat,0
4066bp1r.dat,0
6160c02.dat,1
300401.dat,1
4066bp13.dat,0
18675ps3.dat,0
47976.dat,1
30526.dat,1
13786p02.dat,0
553ps2.dat,1
60477.dat,1
20460bp07.dat,0
10190.dat,1
51344p01.dat,0
30240.dat,0
3817cp70.dat,0
u9150p02.dat,0
3003p04.dat,1
96487.dat,0
12787.dat,0
35338.dat,0
76110p01.dat,0
43721.dat,1
192385a.dat,0
65080.dat,1
64424c01.dat,0
973pg4.dat,0
004655b.dat,0
22385p129.dat,0
3816cpc97.dat,0
14769pm0.dat,0
3816cpm1.dat,0
4529.dat,0
35252p02.dat,0
67697.dat,0
3816pm1.dat,0
3070bp19.dat,0
2431dma.dat,0
13670.dat,1
973p1e.dat,0
6221655aj.dat,0
646b.dat,1
3298p61.dat,1
u9205.dat,1
44728.dat,1
2384p07.dat,0
3298p75.dat,1
973p0a.dat,0
73200bpb1.dat,0
3817cpc97.dat,0
87777.dat,0
u9211.dat,0
99141p01.dat,0
973p3z.dat,0
64275c01.dat,0
21019bpx0.dat,0
6567c01.dat,1
93064.dat,0
3070bpe6.dat,0
4544258h.dat,0
190265c.dat,0
15573.dat,1
92759p01.dat,0
u9577.dat,0
73200bpdga.dat,0
57028p04.dat,0
6133216lc01.dat,0
